"timestamp";"customer";"job_number";"grain_screened";"proof_on_ctd_ink";"paper_type";"ink_type";"solvent_type";"type_on_cylinder";"press_type";"press";"unit_number";"cylinder_size";"paper_mill_location";"plating_tank";"proof_cut";"viscosity";"ink_temperature";"humifity";"roughness";"blade_pressure";"varnish_pct";"press_speed";"ink_pct";"solvent_pct";"ESA_Voltage";"ESA_Amperage";"wax";"hardener";"roller_durometer";"current_density";"anode_space_ratio";"chrome_content";"band_type"
"19900801";"69";"36882";"2";"3";"2";"1";"1";"2";"4";"816";2;"4";"1";"1910";45;53;15,2;78;1;18;13,3;2150;51;35,7;2;0;2,5;1,1;30;3;111,1;3;"noband"
"19910118";"6";"37157";"2";"3";"2";"1";"1";"1";"3";"828";2;"4";"1";"1910";30;45;17;70;0,75;35;0;2200;58,8;41,2;0;0;2,5;1;33;5;106,45;3;"band"
"19920603";"64";"34157";"2";"2";"4";"3";"3";"2";"3";"824";2;"4";"1";"1910";40;57;16;86;0,8125;30;22;1700;42;34,6;1;0;2,5;1;50;5;102,94;3;"band"
"19901105";"63";"34553";"2";"3";"2";"1";"1";"2";"3";"827";2;"3";"1";"1910";45;42;14,9;75;1;25;10,5;1660;52,6;36,9;0;0;2,5;1;30;5;101,67;3;"noband"
"19941005";"48";"85813";"2";"3";"3";"3";"3";"1";"3";"827";9;"4";"1";"1910";65;52;18;82;1;25;34,5;1880;41,7;22,5;1;4;1;1;50;5;112,5;3;"band"
"19910524";"40";"37915";"2";"3";"2";"1";"1";"2";"4";"815";9;"4";"1";"1911";50;62;14,9;96;0,75;26;11;1950;50;39;0;0;2,8;0,8;33;5;110;3;"noband"
"19910810";"18";"37001";"3";"3";"4";"3";"1";"2";"1";"802";7;"2";"1";"1911";50;62;11,2;80;0,25;50;0;1570;58,8;41,2;0;0;3;1;38;5;103,23;3;"band"
"19900615";"69";"36057";"2";"3";"2";"1";"1";"2";"3";"827";9;"4";"1";"1910";30;58;15;98;0,75;30;0;2300;58,8;41,2;6;0;2,25;1;30;3;100;3;"noband"
"19901102";"6";"34588";"2";"3";"2";"1";"1";"2";"4";"815";2;"4";"1";"1910";40;43;17,2;78;0,9375;20;1;2180;58,3;40,7;2;0;2,4;0,8;33;5;96,77;3;"band"
"19910415";"48";"32360";"2";"3";"4";"1";"1";"2";"3";"827";9;"4";"1";"1911";37;59;16;75;0,75;20;4,3;2550;54,3;41,3;0;0;2,5;1,5;33;5;106,45;3;"noband"
"19900726";"58";"36644";"3";"3";"4";"3";"3";"1";"4";"816";2;"2";"3";"1911";60;56;16;87;0,625;26;10,5;1450;50,5;39;3;0;3;1,3;40;5;93,75;3;"band"
"19900517";"64";"34752";"2";"2";"2";"1";"1";"2";"3";"824";2;"4";"3";"1910";50;48;15,5;68;0,8125;30;0;1900;57,4;42,6;10;0;1,5;1;30;2;100;3;"noband"
"19901115";"70";"34997";"2";"3";"2";"1";"1";"2";"4";"815";2;"4";"1";"1910";50;47;16;92;0,75;35;0;1800;68;32;1;0;2,6;1,2;30;5;100;3;"band"
"19910201";"48";"37352";"2";"3";"2";"1";"1";"2";"3";"827";9;"4";"4";"1911";45;42;14;70;1;20;8;1850;57,5;34,5;0;0;2;0,7;35;5;107,4;3;"band"
"19910920";"13";"37068";"2";"3";"2";"1";"1";"2";"3";"821";2;"4";"1";"1911";40;49;17;75;0,625;30;0;1600;58,8;41,2;0;0;2,5;0,65;33;5;109,6;3;"band"
"19920918";"48";"34534";"2";"3";"3";"3";"3";"2";"3";"821";7;"3";"1";"1911";70;60;14,8;80;0,625;25;34,5;1850;42;28,6;0;6;2,5;1;50;5;96,9;3;"band"
"19910214";"59";"35752";"2";"3";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";50;43;16;82;0,875;30;0;2270;55,6;44,4;12;0;2;1;30;5;103,22;3;"noband"
"19930113";"53";"47401";"2";"3";"2";"1";"3";"2";"1";"816";2;"2";"1";"1911";67;46;17;80;0,25;25;22;1700;42;28,6;0;6;2,5;1,5;50;1;117,7;2;"band"
"19910201";"70";"37080";"2";"3";"2";"1";"1";"1";"3";"828";2;"4";"1";"1911";35;42;15;75;0,75;30;0;2100;58,8;41,2;0;0;2;0,8;30;5;107,4;3;"band"
"19901125";"64";"34759";"2";"2";"2";"1";"1";"2";"4";"816";9;"3";"1";"1910";40;47;16,53;78;0,8125;24;0;2189;58,8;41,2;0;0;2;0,8;30;5;100;3;"noband"
"19910130";"48";"37352";"2";"3";"4";"1";"1";"2";"3";"827";2;"4";"4";"1911";50;45;15,2;72;1;25;5,9;2150;58,8;35,3;0;0;2,5;1;35;5;107,4;3;"noband"
"19910810";"18";"37001";"3";"3";"4";"3";"1";"1";"1";"802";7;"2";"1";"1911";45;62;15;76;0,75;50;0;1500;58,8;41,2;0;0;3;1,2;38;5;103,225;3;"band"
"19900824";"23";"34399";"3";"3";"4";"3";"1";"2";"2";"813";5;"2";"3";"1910";42;54;15;70;0,25;16;13,4;1500;48,1;38,5;2;0;2,5;1;60;7;93,75;3;"noband"
"19900818";"49";"34154";"3";"3";"4";"3";"1";"1";"3";"828";2;"4";"1";"1910";45;56;14,9;85;1;30;17,3;1600;48,1;34,6;0;0;2,8;1;40;3;100;3;"noband"
"19910607";"48";"37365";"2";"3";"4";"1";"1";"2";"3";"827";9;"4";"3";"1910";42;58;15;76;1;20;5,4;2000;54,3;40,2;0;0;2,5;1;35;5;103,33;3;"band"
"19901002";"48";"36197";"2";"3";"4";"3";"1";"2";"4";"816";2;"4";"2";"1911";55;50;17;78;0,25;32;9,7;1900;52,2;38,1;0;0;3;0,9;35;5;96,97;1;"band"
"19920530";"24";"34763";"3";"3";"4";"3";"3";"1";"3";"824";2;"4";"1";"1911";55;56;21;80;0,875;35;22,1;1650;41;34,6;0;0;2,1;0,6;50;5;100;3;"band"
"19910307";"53";"47202";"2";"3";"2";"3";"1";"2";"2";"813";9;"2";"3";"1910";35;45;14,1;65;1;20;0;1500;59,5;40,5;0;0;2,6;1;40;5;109,67;3;"noband"
"19901209";"62";"35001";"3";"3";"4";"2";"1";"1";"4";"816";2;"3";"3";"1910";42;42;14,5;78;1;28;0;1800;61,7;38,3;0;0;2,5;2;40;5;100;3;"band"
"19901008";"6";"34587";"2";"3";"2";"1";"1";"1";"3";"827";9;"4";"1";"1911";30;53;15;80;0,75;30;15;2290;50;35;0;0;2,5;1;33;5;110,7;3;"noband"
"19900810";"62";"36776";"3";"3";"4";"3";"3";"2";"1";"802";2;"3";"3";"1910";40;50;13,5;75;0,75;45;0;1700;58,8;41,2;0;0;3;0,6;40;3;100;3;"noband"
"19900705";"65";"25428";"3";"3";"4";"3";"1";"2";"3";"821";2;"4";"3";"1911";45;47;14;80;0,75;20;18;1800;45;37;0;0;2,5;0,8;40;5;96,9;3;"noband"
"19910822";"62";"35529";"3";"3";"4";"3";"1";"2";"1";"802";7;"3";"1";"1911";47;58;13,1;70;0,25;55;10;1660;50;40;0;0;2,9;1;34;5;96,88;3;"band"
"19900615";"63";"34547";"2";"3";"2";"1";"1";"2";"4";"815";9;"3";"1";"1910";30;58;15,9;81;0,625;30;0;2150;62,5;37,5;10;0;2,5;1;30;3;90;3;"noband"
"19900509";"53";"47103";"3";"3";"4";"3";"3";"2";"4";"816";9;"2";"3";"1910";50;50;14,5;84;0,25;24;20,7;1500;41,3;38;0;0;3;0,6;40;2;103,3;3;"band"
"19901215";"37";"34099";"3";"3";"4";"3";"1";"1";"1";"802";7;"2";"3";"1910";45;41;13,3;70;0,75;50;0;1700;63,9;36,1;0;0;3;0,7;38;5;117,85;3;"noband"
"19900924";"63";"34551";"2";"3";"2";"1";"1";"1";"4";"815";1;"3";"1";"1910";40;49;14;82;0,625;30;0;2150;65,2;34,8;1;0;2,5;0,9;30;5;93,75;1;"band"
"19900615";"69";"36057";"2";"3";"2";"1";"1";"2";"3";"827";2;"4";"1";"1910";30;58;15;96;0,75;30;0;2300;58,8;41,2;6;0;3;0,75;30;3;100;3;"noband"
"19900804";"68";"34483";"2";"3";"2";"3";"1";"2";"4";"816";2;"4";"1";"1910";35;55;15;70;0,5;32;0;1950;58,8;41,2;0;0;2,5;1,3;30;3;100;3;"band"
"19901214";"28";"34693";"2";"3";"2";"1";"1";"2";"3";"828";2;"4";"1";"1911";45;41;16,1;74;1;30;0;1800;62,5;37,5;1;0;2,5;1,2;30;5;106,45;3;"noband"
"19910505";"53";"47203";"3";"3";"4";"3";"1";"2";"2";"813";5;"2";"3";"1910";50;52;17;69;0,75;18;0;1700;58,8;41,2;0;0;2,2;0,9;40;5;106,66;3;"noband"
"19910730";"59";"35761";"2";"3";"2";"1";"1";"2";"3";"828";9;"4";"1";"1910";35;59;16,1;84;0,25;30;0;2500;55;45;0;0;2,5;1,1;30;5;100;3;"noband"
"19900723";"66";"35683";"3";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";65;61;14,8;80;0,375;45;19,5;1660;42,4;38,1;0;0;3;1;32;3;105,2;3;"noband"
"19941004";"48";"85813";"2";"3";"3";"1";"3";"2";"3";"828";2;"4";"1";"1910";65;53;17;73;0,75;35;22,7;2100;41,3;22;1;4;2,6;1,3;50;5;113,3;3;"band"
"19920402";"33";"23233";"3";"3";"4";"1";"3";"2";"3";"821";7;"2";"1";"1911";40;40;14,5;72;0,625;34;22,7;1620;42;28,6;0;4;2,5;1,3;50;5;102;3;"band"
"19901105";"63";"34553";"2";"3";"2";"1";"1";"2";"3";"827";9;"3";"1";"1910";45;42;14;80;0,25;20;7,6;2500;54,3;38,1;0;0;3;2,5;30;5;101,67;3;"noband"
"19910215";"17";"37441";"2";"3";"2";"1";"1";"2";"3";"821";2;"4";"1";"1911";25;38;13;75;0,625;25;0;1600;57,5;42,5;0;0;2,5;0,85;30;5;103,12;3;"noband"
"19901007";"48";"36197";"2";"3";"4";"3";"1";"2";"4";"815";9;"4";"2";"1911";47;53;15;72;0,75;25;22;1500;45,9;32,1;0;0;2,5;0,8;35;5;114,3;3;"band"
"19910130";"48";"37352";"2";"3";"4";"1";"1";"2";"3";"827";9;"4";"4";"1911";50;45;15;76;1;30;8;2150;57,5;34,5;0;0;2,5;1;35;5;107,4;3;"noband"
"19910104";"51";"38039";"3";"3";"4";"3";"1";"2";"4";"816";2;"2";"3";"1910";50;40;16,8;76;0,4375;28;8,6;1467;53,8;37,6;5;0;2,5;0,8;40;5;103,87;3;"noband"
"19901209";"62";"35001";"3";"3";"4";"3";"1";"2";"4";"816";9;"3";"3";"1910";40;42;12,7;84;0,5;32;0;1750;62,5;37,5;0;0;2,5;0,9;40;5;100;3;"noband"
"19900606";"63";"34546";"2";"3";"2";"1";"1";"2";"4";"816";9;"3";"1";"1911";37;54;14,5;80;1;20;10,9;2400;54,3;34,8;0;0;2,5;0,4;30;5;103,3;3;"noband"
"19900708";"51";"36784";"3";"3";"4";"3";"1";"1";"4";"815";2;"2";"3";"1910";50;58;13,5;100;0,75;35;0;1750;55,5;44,5;3;0;2,7;0,5;40;3;100;3;"band"
"19901215";"37";"34099";"3";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";45;41;13,3;70;0,75;50;0;1700;60,2;39,8;0;0;3;0,8;38;5;117,85;3;"noband"
"19900807";"6";"34585";"2";"3";"2";"1";"1";"2";"3";"828";9;"4";"1";"1910";30;50;15,8;92;1;16;0;2400;58,5;41,2;2;0;3;1,4;33;3;96,8;3;"noband"
"19900505";"53";"47103";"3";"3";"4";"3";"1";"1";"1";"802";7;"2";"3";"1910";50;52;14;80;0,75;60;4,4;1700;54,9;40,7;0;0;2,5;1;40;2;100;3;"band"
"19910706";"69";"37505";"2";"3";"2";"1";"1";"1";"3";"824";9;"4";"1";"1910";40;64;15,4;88;0,5625;24;4,4;1835;55,5;40;2;0;2;1,3;30;5;106,45;3;"noband"
"19910308";"53";"47202";"2";"3";"4";"3";"3";"2";"1";"802";2;"2";"3";"1910";50;43;14,02;68;0,75;56;7,4;1800;53,2;39,4;0;0,5;3;1,3;40;5;109,67;3;"noband"
"19910712";"2";"24780";"2";"3";"4";"1";"1";"2";"4";"816";9;"2";"1";"1911";47;65;14;80;0,5;27;11,5;1725;52,1;36,4;3;0;3;0,9;34;5;103,125;3;"noband"
"19901002";"48";"36197";"2";"3";"4";"1";"1";"2";"4";"815";1;"4";"3";"1910";55;48;14,5;76;0,5;30;8;2000;60;32;0;0;2,5;1;35;5;93,55;1;"band"
"19910508";"65";"25520";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1910";45;57;14;76;0,75;20;3,4;1800;56,2;40,4;2;0;2;0,8;34;5;103,125;3;"band"
"19900926";"68";"36578";"2";"3";"2";"1";"1";"1";"3";"827";2;"4";"2";"1911";35;48;14,5;74;0,75;20;0;2225;62,5;37,5;4;0;2;1,2;33;5;106,25;1;"noband"
"19901030";"70";"34996";"2";"3";"2";"1";"1";"2";"4";"816";9;"4";"1";"1910";35;42;15,9;78;0,375;32;0;2150;62,5;37,5;0;0;1,7;0,9;30;5;101,67;3;"band"
"19900811";"68";"34493";"2";"3";"2";"3";"1";"1";"4";"816";9;"4";"3";"1910";65;54;17;94;0,25;26;0;1900;56,8;43,2;0;0;2,5;0,9;30;3;100;3;"noband"
"19901211";"7";"38121";"3";"3";"4";"2";"1";"1";"4";"815";2;"2";"1";"1910";45;40;16;89;0,625;22;0;1300;60;40;1;0;2,5;1;40;5;106,45;3;"band"
"19900706";"6";"34583";"2";"3";"2";"1";"1";"2";"3";"827";9;"4";"1";"1911";40;47;15;75;0,75;25;0;2100;61,1;38,9;0;0;2,4;1,1;33;5;96,9;3;"noband"
"19910214";"45";"35794";"2";"3";"4";"1";"1";"2";"3";"827";2;"4";"3";"1911";60;43;15,8;57;0,75;24;1,2;1480;58,1;40,7;0;0;1,4;1,7;33;5;103,12;3;"noband"
"19900812";"52";"34175";"2";"3";"2";"1";"1";"2";"3";"821";2;"4";"1";"1910";30;54;16,8;71;0,75;25;18;2000;45;36,9;0;0;2,5;0,9;35;3;106,9;3;"noband"
"19910220";"64";"35870";"2";"2";"2";"1";"1";"1";"3";"824";9;"4";"1";"1911";40;46;16,5;68;0,875;25;0;1700;58,8;41,2;0;0;1;1;33;5;103,125;3;"noband"
"19910501";"27";"35458";"2";"3";"2";"1";"1";"1";"4";"816";2;"4";"1";"1910";40;60;15;78;1;28;0;2380;60;40;3;0;2,5;1;30;5;106,66;3;"band"
"19910807";"2";"24780";"2";"3";"4";"1";"1";"2";"1";"802";2;"2";"1";"1910";40;60;15;80;0,625;50;0;1400;58,8;41,2;0;0;3;0,6;34;5;103,1;3;"noband"
"19930624";"48";"85741";"2";"3";"4";"3";"3";"1";"1";"816";2;"4";"1";"1911";65;37;15;80;0,5;30;22,1;2020;42;34,6;0;4;2,9;0,5;50;5;110,3;3;"band"
"19901214";"28";"34693";"2";"3";"2";"1";"1";"2";"3";"828";9;"4";"1";"1910";50;41;15,7;80;1;43;0;1800;62,5;37,5;1;0;2,5;1,5;30;5;106,45;3;"noband"
"19910320";"65";"25513";"3";"3";"4";"3";"1";"2";"3";"821";2;"4";"1";"1911";45;45;15,1;75;0,625;20;15;1750;50;35;0;0;1,6;0,9;34;5;103,22;3;"noband"
"19910627";"69";"37502";"2";"3";"2";"1";"1";"1";"3";"824";2;"4";"1";"1910";65;66;15;82;0,8125;30;7;1900;58,1;34,9;5;0;2,5;0,9;30;5;103,125;3;"band"
"19900727";"58";"36644";"3";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";60;53;16,5;88;0,75;55;22,1;1550;41;36,9;0;0;3;0,8;40;3;105,1;3;"noband"
"19910213";"59";"35752";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";50;43;17;87;0,8125;35;0;2300;58,8;41,2;0;0;1,3;0,7;30;5;103,22;3;"noband"
"19920205";"22";"34272";"3";"3";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";30;40;14;73;0,5625;30;0;1800;58,8;41,2;0;0;0;0;30;5;100;3;"band"
"19901210";"63";"34556";"2";"3";"2";"1";"1";"2";"4";"816";2;"3";"1";"1910";37;42;16;70;0,375;28;0;2400;58,8;41,2;3;0;3;0,8;30;5;106,45;3;"band"
"19910603";"48";"37365";"2";"3";"4";"1";"1";"1";"3";"827";2;"4";"1";"1911";37;70;14,9;64;0,75;28;3,4;1500;57,5;39,1;0;0;2,5;1;40;5;106,89;3;"noband"
"19930514";"53";"47403";"2";"3";"2";"1";"3";"2";"1";"816";2;"2";"1";"1911";70;52;16;75;0,3125;25;22,7;1500;41,7;34,6;0;4;2,5;0,6;50;5;109,1;3;"band"
"19901121";"53";"47106";"3";"3";"4";"3";"1";"1";"1";"802";7;"2";"3";"1911";40;50;14;70;0,75;45;0;1800;60,2;39,8;0;0;2,5;1;40;5;100;3;"band"
"19910617";"36";"37990";"3";"3";"4";"3";"1";"2";"2";"813";1;"2";"3";"1910";50;66;16;87;1;20;11,1;1530;55,6;33,3;0;0;2,5;1;34;5;100;3;"band"
"19900730";"25";"23050";"3";"3";"4";"3";"1";"2";"4";"816";9;"2";"3";"1910";55;54;15,8;79;0,5;30;12,4;1500;51,5;36,1;0;0;3;0,5;32;3;93,3;3;"noband"
"19910707";"53";"47204";"3";"3";"2";"1";"1";"2";"2";"813";10;"2";"1";"1910";50;64;16;86;0,75;16;0;1300;58,8;41,1;0;0;2,5;1;40;5;106,45;3;"band"
"19900809";"65";"25433";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1910";50;50;16,2;75;0,75;25;3,3;1850;54,9;41,8;2;0;2,7;0,9;40;3;100;3;"noband"
"19901102";"6";"34588";"2";"3";"2";"1";"1";"2";"4";"815";9;"4";"1";"1910";37;43;16;76;0,9375;20;0;2180;62,5;37,5;2;0;2,9;1,2;33;5;96,77;3;"band"
"19910330";"8";"35534";"3";"3";"4";"3";"1";"1";"3";"827";2;"4";"3";"1910";42;44;15;80;1,25;20;16,7;1300;49;34,3;0;0;2,5;0,2;40;5;110;3;"noband"
"19901113";"48";"36167";"2";"3";"4";"1";"1";"2";"3";"828";9;"4";"4";"1910";45;41;14,6;74;1;32;21;2300;47,6;31,4;4;0;2,5;1,1;35;5;96,77;3;"noband"
"19910903";"64";"35874";"2";"2";"2";"1";"1";"1";"3";"824";2;"4";"1";"1910";40;62;16,1;82;0,812;30;5,7;1800;56,8;37,5;10;0;0,7;0,5;30;5;106,5;3;"noband"
"19900810";"62";"36776";"3";"3";"4";"3";"3";"2";"1";"802";7;"2";"3";"1910";45;50;14,5;70;0,75;42;5,3;1700;52,6;42,1;0;0;3;0,8;40;7;100;3;"noband"
"19910605";"27";"35460";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";45;54;15,5;76;0,8125;30;5,6;2250;55,6;38,9;2;0;2,5;1,3;30;5;106,45;3;"noband"
"19920709";"53";"47304";"3";"3";"4";"3";"3";"2";"4";"815";9;"2";"1";"1911";50;67;14,5;86;0,75;22;35,8;1300;41;34,6;0;4;2,5;2;60;5;102,77;3;"band"
"19900511";"53";"47103";"3";"3";"4";"3";"1";"2";"2";"813";1;"2";"3";"1910";50;48;13;80;1;18;18,9;1700;47,2;34;0;0;2,7;0,6;40;2;100;3;"band"
"19910111";"59";"35751";"2";"3";"2";"1";"1";"2";"3";"827";9;"4";"1";"1911";50;46;16,5;75;0,75;28;0;2600;62,5;37,5;6;0;2,5;1,1;30;5;106,67;3;"noband"
"19910223";"8";"37335";"3";"3";"4";"3";"1";"2";"3";"827";2;"4";"3";"1911";47;41;16,5;72;0,75;20;14,1;1300;50,5;35,4;4;0;2,5;1;50;5;96,97;3;"band"
"19900915";"53";"47105";"3";"3";"4";"3";"1";"2";"4";"816";9;"2";"3";"1910";65;60;14,5;80;0,25;38;15,8;1900;49,5;34,6;0;0;2,9;0,7;40;5;103,3;3;"noband"
"19910604";"48";"37365";"2";"3";"4";"1";"1";"2";"3";"828";9;"4";"4";"1910";47;68;16;80;0,75;30;0;2250;52,1;47,9;0;0;1,5;0,75;35;5;106,45;3;"noband"
"19901215";"25";"35525";"3";"3";"4";"3";"1";"2";"4";"815";2;"2";"3";"1910";40;54;22,2;77;0,625;32;6,25;1000;56,25;37,5;0;0;3;1,2;40;5;106,45;3;"band"
"19900924";"53";"47105";"3";"3";"4";"3";"1";"2";"2";"813";5;"2";"3";"1911";60;48;16;72;1;20;15,2;1600;44,6;40,2;0;4;2,1;0,7;40;5;96,97;1;"noband"
"19900830";"30";"38061";"3";"3";"4";"3";"3";"1";"4";"815";1;"3";"3";"1911";47;49;15;84;0,75;28;2,2;1600;54,3;43,5;0;0;3;0,9;34;1;108,1;3;"band"
"19910404";"70";"37081";"2";"2";"2";"1";"1";"2";"3";"828";1;"4";"1";"1911";35;44;15,5;100;0,875;30;0;2200;53,2;46,8;0;0;0;0;30;5;100;3;"band"
"19921001";"11";"36054";"2";"3";"3";"3";"3";"2";"1";"816";2;"2";"1";"1911";65;47;15;85;0,5;24;35,8;1470;41,7;22,5;1;4;1,8;1,7;50;5;96,9;3;"band"
"19941010";"48";"85814";"2";"3";"3";"3";"3";"1";"3";"828";2;"4";"1";"1910";67;46;16,4;76;1;34;22;1903;41,7;28,6;0;0;1,5;2,3;60;5;108;3;"band"
"19900602";"54";"36859";"3";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";50;56;14,3;105;0,75;70;0;1600;55,5;44,5;0;0;3;1;45;3;100;3;"band"
"19910718";"65";"25530";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"1";"1910";42;58;16;78;0,5;25;0;1800;58,8;41,2;5;0;2,5;1;34;5;103,125;3;"noband"
"19910809";"5";"39200";"3";"3";"4";"3";"1";"1";"4";"815";2;"2";"1";"1910";40;68;14,8;90;1;30;0;1440;58,8;41,2;0;0;2,5;1;40;5;103,13;3;"band"
"19900518";"7";"34402";"3";"3";"4";"3";"3";"2";"4";"815";9;"2";"3";"1911";52;54;16;82;0,875;22;15,8;900;49,5;34,7;0;0;2,5;1;50;5;96,7;3;"band"
"19910220";"65";"25509";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1911";50;46;14,6;60;0,625;25;10,5;1750;52,6;36,8;2;0;2,4;0,8;28;5;96,97;3;"band"
"19910130";"21";"37571";"2";"3";"2";"1";"2";"1";"3";"824";2;"4";"1";"1911";50;45;16;70;0,8125;30;0;2400;58,8;41,2;0;0;1,7;1;30;5;107,4;3;"noband"
